epoch,step,train_auprc,train_auroc,train_loss,val_auprc,val_auroc,val_loss
0,78,,,,0.8292837142944336,0.8749318718910217,0.45688480138778687
0,78,0.8134644627571106,0.8481326103210449,0.48338305950164795,,,
1,157,,,,0.858945906162262,0.8822206258773804,0.4270399808883667
1,157,0.8377259969711304,0.8754708766937256,0.43901297450065613,,,
2,236,,,,0.872118353843689,0.8898468613624573,0.41202908754348755
2,236,0.8629199266433716,0.8852192759513855,0.4206474721431732,,,
3,315,,,,0.8724240660667419,0.8890822529792786,0.4190205931663513
3,315,0.8700010776519775,0.8891578912734985,0.4141177237033844,,,
4,394,,,,0.8775589466094971,0.8968108892440796,0.4027913808822632
4,394,0.8763793706893921,0.892839252948761,0.4070155918598175,,,
5,473,,,,0.8789860010147095,0.8991343975067139,0.4089006185531616
5,473,0.8784893155097961,0.8955379128456116,0.40179702639579773,,,
6,552,,,,0.8853641152381897,0.9032435417175293,0.39345160126686096
6,552,0.8828539848327637,0.8980048894882202,0.3971550762653351,,,
7,631,,,,0.8896533250808716,0.9038090705871582,0.3900448679924011
7,631,0.8887054324150085,0.9017550945281982,0.3905884921550751,,,
8,710,,,,0.8889036178588867,0.9041674137115479,0.38774925470352173
8,710,0.8905048370361328,0.9035282731056213,0.387919545173645,,,
9,789,,,,0.903612494468689,0.9120410680770874,0.373647540807724
9,789,0.8962799310684204,0.9066555500030518,0.38122984766960144,,,
10,868,,,,0.881386399269104,0.9006643295288086,0.3977804481983185
10,868,0.8968361616134644,0.9075738191604614,0.3792966604232788,,,
11,947,,,,0.8977817296981812,0.9090650081634521,0.37740880250930786
11,947,0.8972027897834778,0.9081581830978394,0.37876954674720764,,,
12,1026,,,,0.8950645923614502,0.9079621434211731,0.3812623918056488
12,1026,0.9000983238220215,0.9099161624908447,0.3749581277370453,,,
13,1105,,,,0.9048349261283875,0.9136834144592285,0.3677343726158142
13,1105,0.898995041847229,0.9099568128585815,0.3747871518135071,,,
14,1184,,,,0.9036158323287964,0.9125895500183105,0.37645748257637024
14,1184,0.9041664004325867,0.91295325756073,0.368709921836853,,,
15,1263,,,,0.9077577590942383,0.9167313575744629,0.3643782138824463
15,1263,0.9060743451118469,0.9142438173294067,0.3667193353176117,,,
