epoch,step,train_auprc,train_auroc,train_loss,val_auprc,val_auroc,val_loss
0,73,,,,0.8322345018386841,0.878475546836853,0.43721601366996765
0,73,0.8081895112991333,0.8403258919715881,0.4946865141391754,,,
1,147,,,,0.8584744334220886,0.8867528438568115,0.41481223702430725
1,147,0.8356044292449951,0.8755629062652588,0.437531054019928,,,
2,221,,,,0.8734335899353027,0.8908333778381348,0.42026445269584656
2,221,0.8566800355911255,0.8812903761863708,0.4257490634918213,,,
3,295,,,,0.873906135559082,0.8958121538162231,0.4020407497882843
3,295,0.8659065961837769,0.8877987861633301,0.4145394563674927,,,
4,369,,,,0.8774055242538452,0.8998593091964722,0.39335519075393677
4,369,0.8710629940032959,0.8915789127349854,0.4082036316394806,,,
5,443,,,,0.8810869455337524,0.8997489213943481,0.3953704237937927
5,443,0.8772974014282227,0.8952330350875854,0.4016427993774414,,,
6,517,,,,0.8907487392425537,0.9051548838615417,0.38481196761131287
6,517,0.8836020231246948,0.8985201120376587,0.3965758979320526,,,
7,591,,,,0.8916763067245483,0.9081404209136963,0.3800727427005768
7,591,0.884579062461853,0.9001924395561218,0.3934096395969391,,,
8,665,,,,0.900638222694397,0.9090930223464966,0.37862223386764526
8,665,0.8880822658538818,0.9032493829727173,0.38746145367622375,,,
9,739,,,,0.9013561606407166,0.9107856750488281,0.3745594620704651
9,739,0.891916036605835,0.9044984579086304,0.3861369490623474,,,
10,813,,,,0.8976125717163086,0.9122962951660156,0.37156620621681213
10,813,0.8970685005187988,0.9074046611785889,0.3809596300125122,,,
11,887,,,,0.9028266072273254,0.9139096736907959,0.3691790997982025
11,887,0.8962259292602539,0.908347487449646,0.378269225358963,,,
12,961,,,,0.9024584889411926,0.9122777581214905,0.3724316358566284
12,961,0.8990071415901184,0.910905659198761,0.37344440817832947,,,
13,1035,,,,0.8916254043579102,0.9094182252883911,0.37895113229751587
13,1035,0.9004276990890503,0.911626935005188,0.37193602323532104,,,
14,1109,,,,0.9120237231254578,0.9203592538833618,0.35562199354171753
14,1109,0.9017244577407837,0.9125701189041138,0.3701682686805725,,,
15,1183,,,,0.9123895168304443,0.9204102754592896,0.35518679022789
15,1183,0.902275800704956,0.9132964611053467,0.36836811900138855,,,
16,1257,,,,0.9105113744735718,0.9192917346954346,0.3582887053489685
16,1257,0.9025683403015137,0.913443922996521,0.3683375418186188,,,
17,1331,,,,0.9105761051177979,0.9188426733016968,0.36080649495124817
17,1331,0.901689887046814,0.9136772155761719,0.3672769367694855,,,
18,1405,,,,0.9130866527557373,0.922730565071106,0.3494114577770233
18,1405,0.9037364721298218,0.9159910678863525,0.36321625113487244,,,
19,1479,,,,0.9116694331169128,0.9207829236984253,0.3541871905326843
19,1479,0.9070757627487183,0.9160599708557129,0.36284878849983215,,,
20,1553,,,,0.9145894050598145,0.9227086305618286,0.34998878836631775
20,1553,0.9057424068450928,0.9162142276763916,0.36244386434555054,,,
21,1627,,,,0.9158309698104858,0.9238048791885376,0.34818848967552185
21,1627,0.9074737429618835,0.9171921014785767,0.36025765538215637,,,
22,1701,,,,0.9157470464706421,0.9245415925979614,0.34793820977211
22,1701,0.9077860116958618,0.9175479412078857,0.3599359691143036,,,
23,1775,,,,0.9182807803153992,0.9246697425842285,0.3507145345211029
23,1775,0.9092589616775513,0.9188721179962158,0.35686925053596497,,,
24,1849,,,,0.9141441583633423,0.9223501682281494,0.35108011960983276
24,1849,0.9109910726547241,0.9201402068138123,0.3545079529285431,,,
25,1923,,,,0.9203197956085205,0.9269300103187561,0.34146544337272644
25,1923,0.9115339517593384,0.9201338887214661,0.35457104444503784,,,
26,1997,,,,0.9204868078231812,0.9261856079101562,0.3429686725139618
26,1997,0.9114927649497986,0.9208488464355469,0.3537462651729584,,,
27,2071,,,,0.9164033532142639,0.9233416318893433,0.349171906709671
27,2071,0.9119940400123596,0.9202277660369873,0.35424181818962097,,,
