epoch,step,train_auprc,train_auroc,train_loss,val_auprc,val_auroc,val_loss
0,73,,,,0.8298261165618896,0.8734365105628967,0.444316029548645
0,73,0.8091791272163391,0.8424105644226074,0.4922325909137726,,,
1,147,,,,0.8371329307556152,0.8742154240608215,0.43753159046173096
1,147,0.8362621068954468,0.8756468296051025,0.43838655948638916,,,
2,221,,,,0.8646265864372253,0.8871769905090332,0.4154476523399353
2,221,0.8568758964538574,0.8828551769256592,0.4237133264541626,,,
3,295,,,,0.8655416965484619,0.8900566101074219,0.41929104924201965
3,295,0.8692139387130737,0.8891112208366394,0.41331928968429565,,,
4,369,,,,0.8713299036026001,0.8938582539558411,0.4040173292160034
4,369,0.8741681575775146,0.8930034637451172,0.4065881669521332,,,
5,443,,,,0.8744330406188965,0.895416259765625,0.4049239754676819
5,443,0.8767850995063782,0.8958913683891296,0.401407927274704,,,
6,517,,,,0.8678784370422363,0.8869478106498718,0.415601521730423
6,517,0.8812328577041626,0.8988287448883057,0.395332396030426,,,
7,591,,,,0.876420259475708,0.8981712460517883,0.3988119661808014
7,591,0.8804994821548462,0.8988312482833862,0.39509937167167664,,,
8,665,,,,0.8857821226119995,0.8999117016792297,0.3948698043823242
8,665,0.888643741607666,0.9030894041061401,0.38706913590431213,,,
9,739,,,,0.8837758302688599,0.9020280838012695,0.3904842436313629
9,739,0.8876134753227234,0.9027682542800903,0.3883022367954254,,,
10,813,,,,0.8886037468910217,0.9044053554534912,0.3863843083381653
10,813,0.8903354406356812,0.9056091904640198,0.38253626227378845,,,
11,887,,,,0.888027548789978,0.904401421546936,0.39025387167930603
11,887,0.8942893743515015,0.9081187844276428,0.3784853518009186,,,
12,961,,,,0.8989553451538086,0.9092288017272949,0.3769519627094269
12,961,0.8975235819816589,0.9095781445503235,0.3757705092430115,,,
13,1035,,,,0.8999940156936646,0.910844624042511,0.3761700391769409
13,1035,0.89957594871521,0.9113413691520691,0.3722686469554901,,,
14,1109,,,,0.8958361148834229,0.9091800451278687,0.3780765235424042
14,1109,0.9026234149932861,0.9143788814544678,0.36640194058418274,,,
15,1183,,,,0.8868318796157837,0.8991912007331848,0.3992841839790344
15,1183,0.9031693935394287,0.9136736392974854,0.36727476119995117,,,
16,1257,,,,0.8952442407608032,0.9096803665161133,0.3779315650463104
16,1257,0.9008959531784058,0.913066565990448,0.36808663606643677,,,
17,1331,,,,0.904157280921936,0.9142584204673767,0.3657788336277008
17,1331,0.9051564931869507,0.9156304597854614,0.3629133701324463,,,
18,1405,,,,0.905502200126648,0.9132338762283325,0.3683299720287323
18,1405,0.9069342613220215,0.9166516661643982,0.3604806959629059,,,
19,1479,,,,0.9087108373641968,0.9166935682296753,0.3623141348361969
19,1479,0.9055770635604858,0.9171479940414429,0.35967954993247986,,,
20,1553,,,,0.9068324565887451,0.9155666828155518,0.3642369508743286
20,1553,0.909550666809082,0.9188051819801331,0.35632210969924927,,,
21,1627,,,,0.9094502925872803,0.9177131652832031,0.36284127831459045
21,1627,0.9111413359642029,0.9198557138442993,0.3543284237384796,,,
22,1701,,,,0.9071179628372192,0.9166816473007202,0.3632708191871643
22,1701,0.9125627279281616,0.921161949634552,0.3513999879360199,,,
23,1775,,,,0.910742461681366,0.9193297624588013,0.3572223484516144
23,1775,0.9129592776298523,0.921765923500061,0.35073959827423096,,,
24,1849,,,,0.9098794460296631,0.918498158454895,0.35895049571990967
24,1849,0.9139817357063293,0.9221035242080688,0.34965983033180237,,,
25,1923,,,,0.9110461473464966,0.9189856052398682,0.35873469710350037
25,1923,0.9144045114517212,0.9224893450737,0.34923723340034485,,,
26,1997,,,,0.9118009209632874,0.9190866947174072,0.357799768447876
26,1997,0.9145060777664185,0.9227858781814575,0.34831348061561584,,,
27,2071,,,,0.9122626781463623,0.9198882579803467,0.35648012161254883
27,2071,0.9153462648391724,0.9235982894897461,0.3469642996788025,,,
28,2145,,,,0.9110109210014343,0.9199436902999878,0.3550001084804535
28,2145,0.9171144366264343,0.9244211912155151,0.34505295753479004,,,
29,2219,,,,0.9132534265518188,0.9209662675857544,0.35335707664489746
29,2219,0.9174937009811401,0.9248491525650024,0.3441411256790161,,,
30,2293,,,,0.913345456123352,0.9209784865379333,0.3532845973968506
30,2293,0.9182426929473877,0.9255021810531616,0.3427690863609314,,,
31,2367,,,,0.9140599966049194,0.9216829538345337,0.3515743315219879
31,2367,0.9186221361160278,0.9256798028945923,0.3419017195701599,,,
32,2441,,,,0.9134728312492371,0.9214943647384644,0.35221347212791443
32,2441,0.919080376625061,0.9262247085571289,0.3413417637348175,,,
33,2515,,,,0.9132649898529053,0.9215937256813049,0.3516504168510437
33,2515,0.9190250039100647,0.9262372255325317,0.34110400080680847,,,
34,2589,,,,0.9138728976249695,0.9218712449073792,0.35114043951034546
34,2589,0.9203168749809265,0.9272105693817139,0.3390212059020996,,,
35,2663,,,,0.9142426252365112,0.9222149848937988,0.35032883286476135
35,2663,0.9194246530532837,0.9266231060028076,0.34005841612815857,,,
36,2737,,,,0.9147783517837524,0.9224302768707275,0.3503044545650482
36,2737,0.9190967082977295,0.9266926050186157,0.33964601159095764,,,
37,2811,,,,0.9149163365364075,0.9224730134010315,0.3500356674194336
37,2811,0.9200291037559509,0.9270443320274353,0.3391254246234894,,,
38,2885,,,,0.9149051904678345,0.9224573373794556,0.3500978946685791
38,2885,0.9199793338775635,0.9270989894866943,0.3388059139251709,,,
39,2959,,,,0.914918065071106,0.9224708080291748,0.35008445382118225
39,2959,0.9205726385116577,0.9276098012924194,0.3382694721221924,,,
